age,job,marital,education,balance,contact,day,month,campaign,pdays,previous,poutcome,default_num,deposit_num,loan_num,housing_num,duration_min
55,technician,married,tertiary,1320,cellular,28,apr,2,-1,0,unknown,0,1,0,0,6.45
29,management,single,tertiary,2955,cellular,29,apr,2,-1,0,unknown,0,1,0,0,3.7666666666666666
41,unemployed,married,tertiary,0,cellular,29,apr,1,181,3,success,0,1,0,0,14.7
63,retired,married,primary,12067,telephone,29,apr,1,191,1,failure,0,1,0,0,11.0
45,admin.,married,secondary,3006,cellular,29,apr,2,-1,0,unknown,0,1,0,0,6.466666666666667
32,technician,single,tertiary,388,cellular,29,apr,3,-1,0,unknown,0,1,0,0,4.166666666666667
41,self-employed,married,tertiary,0,telephone,29,apr,3,426,1,other,0,1,0,1,6.583333333333333
37,management,married,secondary,565,cellular,29,apr,1,398,1,success,0,1,0,0,7.483333333333333
19,student,single,secondary,329,cellular,30,apr,1,190,2,success,0,1,0,0,2.816666666666667
61,retired,divorced,secondary,4243,cellular,30,apr,1,182,2,success,0,1,0,0,5.25
40,unemployed,single,tertiary,72,cellular,30,apr,1,-1,0,unknown,0,1,0,0,7.716666666666667
30,management,married,tertiary,4328,cellular,30,apr,3,189,11,other,0,1,0,0,4.366666666666666
54,technician,married,tertiary,395,cellular,30,apr,1,183,2,success,0,1,0,0,3.05
49,admin.,married,secondary,0,cellular,30,apr,1,-1,0,unknown,0,1,0,0,9.183333333333334
45,admin.,married,secondary,205,cellular,4,may,1,90,2,success,0,1,0,0,9.2
48,blue-collar,married,secondary,1730,cellular,4,may,1,89,3,success,0,1,0,1,6.016666666666667
60,blue-collar,married,primary,5,cellular,4,may,1,95,2,success,0,1,0,0,8.233333333333333
34,unemployed,single,secondary,1965,telephone,4,may,1,-1,0,unknown,0,1,0,0,11.9
29,housemaid,single,tertiary,19,cellular,4,may,1,88,4,success,0,1,0,0,4.466666666666667
77,retired,married,tertiary,7802,telephone,4,may,1,92,2,success,0,1,0,0,7.016666666666667
64,management,married,unknown,2352,cellular,4,may,2,182,11,success,0,1,0,0,2.55
80,retired,married,primary,155,telephone,4,may,1,53,3,success,0,1,0,0,3.4833333333333334
26,technician,single,tertiary,401,cellular,5,may,2,-1,0,unknown,0,1,0,0,3.1333333333333333
33,admin.,married,tertiary,79,cellular,5,may,1,195,4,success,0,1,0,1,6.483333333333333
41,technician,single,tertiary,1646,cellular,5,may,1,90,7,success,0,1,0,1,4.3
28,management,single,tertiary,437,cellular,5,may,1,-1,0,unknown,0,1,0,0,5.633333333333334
74,retired,married,secondary,935,cellular,5,may,1,99,2,failure,0,1,0,0,3.7666666666666666
29,student,single,unknown,2929,cellular,5,may,1,89,4,other,0,1,0,0,3.8666666666666667
72,retired,married,primary,2304,telephone,5,may,4,-1,0,unknown,0,1,0,0,8.5
18,student,single,unknown,348,cellular,5,may,4,-1,0,unknown,0,1,0,0,7.383333333333334
46,blue-collar,married,secondary,640,cellular,6,may,1,55,5,success,0,1,0,1,4.1
37,technician,married,tertiary,88,cellular,6,may,1,90,3,other,0,1,0,0,3.25
37,management,married,tertiary,2283,cellular,6,may,2,98,2,failure,0,1,0,0,4.05
32,technician,married,secondary,473,cellular,7,may,3,-1,0,unknown,0,1,1,0,4.866666666666666
51,technician,married,tertiary,0,cellular,7,may,2,66,2,success,0,1,0,0,11.033333333333333
77,unknown,married,unknown,397,telephone,7,may,3,-1,0,unknown,0,1,0,0,5.0
35,management,married,tertiary,62,cellular,7,may,2,88,4,success,0,1,0,0,3.7666666666666666
53,management,married,tertiary,3634,cellular,7,may,4,88,8,success,0,1,0,0,3.5166666666666666
46,management,married,tertiary,273,cellular,10,may,6,53,6,success,0,1,0,1,9.716666666666667
78,retired,divorced,secondary,3417,cellular,12,may,1,181,1,success,0,1,0,0,5.15
34,technician,married,secondary,133,cellular,12,may,2,181,3,success,0,1,0,0,2.85
54,management,married,tertiary,1624,cellular,12,may,3,182,10,success,0,1,0,0,2.7666666666666666
33,services,married,secondary,386,cellular,12,may,1,181,5,success,0,1,0,0,5.283333333333333
23,student,single,unknown,2530,cellular,12,may,1,-1,0,unknown,0,1,0,0,6.85
34,technician,single,tertiary,2838,cellular,13,may,3,-1,0,unknown,0,1,0,1,10.333333333333334
32,unemployed,single,secondary,1026,cellular,13,may,1,-1,0,unknown,0,1,0,1,4.816666666666666
54,unknown,married,secondary,2206,cellular,13,may,1,91,4,success,0,1,0,0,4.333333333333333
40,admin.,married,secondary,260,cellular,13,may,1,181,5,success,0,1,0,1,5.1
63,retired,divorced,tertiary,0,cellular,13,may,1,181,2,success,0,1,0,0,4.383333333333334
37,management,married,tertiary,2987,cellular,13,may,1,87,10,success,0,1,0,1,3.6
48,blue-collar,married,secondary,1230,cellular,13,may,2,182,3,success,0,1,0,1,5.466666666666667
28,technician,single,secondary,2335,cellular,13,may,1,-1,0,unknown,0,1,0,0,10.4
35,management,married,tertiary,8000,cellular,13,may,1,90,3,success,0,1,0,0,5.516666666666667
29,management,single,tertiary,-27,cellular,13,may,1,-1,0,unknown,0,1,0,0,4.5
68,retired,married,secondary,1146,cellular,13,may,1,71,5,success,0,1,0,0,5.933333333333334
53,blue-collar,single,secondary,1004,cellular,13,may,1,84,1,other,0,1,0,0,6.55
37,technician,single,tertiary,197,cellular,13,may,1,87,3,success,0,1,0,0,3.9
58,admin.,married,secondary,169,cellular,13,may,3,87,5,success,0,1,0,0,5.6
37,management,married,tertiary,393,cellular,14,may,3,275,4,failure,0,1,0,1,9.45
37,admin.,married,tertiary,29,cellular,14,may,2,183,2,other,0,1,0,0,6.733333333333333
34,admin.,married,secondary,920,cellular,14,may,3,179,3,success,0,1,0,0,8.766666666666667
50,admin.,married,secondary,3608,cellular,14,may,8,182,4,success,0,1,0,1,3.2666666666666666
56,management,married,primary,870,cellular,14,may,1,179,1,success,0,1,0,0,3.6666666666666665
57,retired,married,primary,9367,cellular,14,may,4,92,7,success,0,1,0,0,11.666666666666666
29,unemployed,single,primary,1374,cellular,14,may,2,178,7,success,0,1,0,0,20.083333333333332
75,retired,married,tertiary,6027,cellular,14,may,1,179,4,success,0,1,0,0,13.483333333333333
24,management,single,tertiary,1,cellular,14,may,5,-1,0,unknown,0,1,0,0,6.6
46,management,married,tertiary,349,cellular,14,may,4,88,3,success,0,1,0,0,7.766666666666667
27,student,single,tertiary,39,cellular,17,may,1,258,10,other,0,1,0,0,6.316666666666666
52,management,married,tertiary,583,cellular,17,may,1,181,3,success,0,1,0,0,6.266666666666667
38,management,married,tertiary,1276,cellular,17,may,2,182,3,success,0,1,0,0,4.533333333333333
33,management,single,tertiary,2364,cellular,17,may,1,-1,0,unknown,0,1,0,0,8.466666666666667
53,admin.,married,secondary,53,cellular,18,may,1,-1,0,unknown,0,1,0,1,6.45
64,retired,married,secondary,1612,cellular,18,may,1,89,5,failure,0,1,0,0,5.6
84,retired,divorced,primary,639,telephone,18,may,3,-1,0,unknown,0,1,0,0,5.883333333333334
62,retired,married,secondary,3114,cellular,18,may,2,186,1,success,0,1,0,0,4.05
41,admin.,married,tertiary,1,telephone,18,may,2,361,3,failure,0,1,0,1,5.45
29,admin.,single,secondary,1070,unknown,19,may,1,357,1,other,0,1,0,1,0.5
53,technician,married,secondary,195,cellular,19,may,1,90,6,success,0,1,0,1,7.866666666666666
30,technician,single,secondary,3144,cellular,19,may,2,-1,0,unknown,0,1,0,0,3.533333333333333
37,management,married,tertiary,3236,cellular,20,may,2,202,5,other,0,1,0,0,4.85
78,retired,married,unknown,3208,telephone,20,may,3,-1,0,unknown,0,1,0,0,5.85
47,blue-collar,married,secondary,1568,cellular,21,may,3,91,8,success,0,1,0,1,3.7666666666666666
61,technician,married,secondary,1191,cellular,21,may,4,-1,0,unknown,0,1,0,0,3.566666666666667
46,self-employed,married,secondary,706,cellular,21,may,1,386,3,failure,0,1,0,0,9.8
31,unemployed,single,secondary,2616,cellular,21,may,1,185,2,other,0,1,0,0,6.233333333333333
21,student,single,secondary,215,cellular,24,may,1,89,7,success,0,1,0,0,6.366666666666666
71,retired,married,primary,3230,cellular,24,may,2,133,3,failure,0,1,0,0,5.683333333333334
52,admin.,single,secondary,726,cellular,24,may,1,378,9,failure,0,1,0,1,11.65
25,student,single,secondary,3713,cellular,24,may,2,353,3,other,0,1,0,0,5.383333333333334
60,technician,married,secondary,0,cellular,25,may,4,-1,0,unknown,0,1,0,0,10.683333333333334
30,admin.,single,secondary,265,cellular,25,may,1,181,2,success,0,1,0,1,11.35
29,unemployed,single,tertiary,70,cellular,25,may,1,-1,0,unknown,0,1,0,0,6.55
52,management,married,tertiary,388,cellular,25,may,1,-1,0,unknown,0,1,0,0,4.533333333333333
59,management,married,primary,1727,telephone,25,may,4,358,2,failure,0,1,0,0,8.333333333333334
38,technician,married,secondary,205,cellular,26,may,1,-1,0,unknown,0,1,0,0,5.533333333333333
33,services,single,secondary,2881,cellular,26,may,1,328,1,success,0,1,0,0,4.816666666666666
31,technician,single,secondary,846,cellular,26,may,3,205,2,failure,0,1,0,0,6.75
40,technician,married,secondary,2266,cellular,26,may,3,89,7,other,0,1,0,0,2.9166666666666665
28,technician,married,secondary,742,cellular,26,may,1,-1,0,unknown,0,1,0,0,3.933333333333333
66,management,married,unknown,2149,cellular,26,may,2,90,11,success,0,1,0,1,2.25
32,admin.,single,secondary,344,cellular,26,may,2,-1,0,unknown,0,1,0,0,8.833333333333334
67,retired,married,primary,1430,telephone,26,may,2,135,5,success,0,1,0,0,4.716666666666667
39,unemployed,divorced,secondary,265,unknown,27,may,1,555,2,other,0,1,0,1,1.55
46,housemaid,married,secondary,38,cellular,27,may,3,183,1,success,0,1,0,0,3.0166666666666666
54,retired,married,secondary,3538,cellular,27,may,1,-1,0,unknown,0,1,0,0,13.666666666666666
47,services,divorced,unknown,973,cellular,27,may,1,479,1,failure,0,1,0,0,8.15
45,technician,married,secondary,1831,cellular,27,may,2,-1,0,unknown,0,1,0,0,4.583333333333333
63,blue-collar,married,secondary,641,cellular,27,may,2,-1,0,unknown,0,1,0,0,6.95
60,unemployed,married,secondary,1047,cellular,27,may,3,279,4,success,0,1,0,0,2.8833333333333333
29,management,married,tertiary,8103,cellular,28,may,3,-1,0,unknown,0,1,0,0,7.883333333333334
33,services,single,unknown,523,unknown,28,may,1,-1,0,unknown,0,1,0,1,1.4333333333333333
48,housemaid,married,secondary,0,cellular,28,may,5,-1,0,unknown,0,1,0,0,4.5
26,technician,single,tertiary,515,cellular,31,may,1,-1,0,unknown,0,1,0,0,12.916666666666666
55,admin.,married,secondary,8304,cellular,1,jun,1,-1,0,unknown,0,1,0,0,3.35
36,technician,married,secondary,1368,cellular,1,jun,1,292,5,failure,0,1,0,0,8.6
33,admin.,single,tertiary,272,cellular,1,jun,1,237,2,failure,0,1,0,1,5.433333333333334
28,blue-collar,single,secondary,-46,cellular,1,jun,2,91,12,success,0,1,0,1,2.566666666666667
28,services,single,secondary,168,cellular,1,jun,3,140,2,success,0,1,0,0,5.783333333333333
31,management,single,tertiary,515,cellular,1,jun,5,-1,0,unknown,0,1,0,0,4.933333333333334
28,management,single,tertiary,223,cellular,1,jun,1,278,3,success,0,1,0,1,5.05
49,admin.,single,tertiary,228,cellular,2,jun,1,92,1,success,0,1,0,1,6.783333333333333
27,blue-collar,single,tertiary,644,cellular,2,jun,1,182,1,success,0,1,0,0,10.95
28,admin.,married,secondary,330,cellular,2,jun,2,182,4,success,0,1,0,0,3.7666666666666666
65,admin.,married,secondary,952,cellular,2,jun,1,-1,0,unknown,0,1,0,0,5.166666666666667
30,technician,single,secondary,1165,cellular,4,jun,2,183,3,success,0,1,0,0,3.4
38,admin.,married,secondary,0,cellular,8,jun,1,181,2,success,0,1,0,1,3.1166666666666667
36,technician,divorced,secondary,2823,cellular,8,jun,1,371,6,failure,0,1,0,1,3.5833333333333335
63,retired,divorced,secondary,1490,cellular,8,jun,1,-1,0,unknown,0,1,0,0,8.433333333333334
63,retired,married,primary,48,cellular,9,jun,1,-1,0,unknown,0,1,0,0,4.183333333333334
28,management,single,tertiary,187,cellular,9,jun,1,92,1,success,0,1,0,0,3.433333333333333
80,retired,married,secondary,8304,telephone,9,jun,1,64,12,failure,0,1,0,0,11.866666666666667
39,blue-collar,married,secondary,276,cellular,9,jun,2,-1,0,unknown,0,1,0,0,5.566666666666666
31,management,single,tertiary,147,cellular,9,jun,2,92,3,success,0,1,0,0,2.716666666666667
39,services,married,secondary,323,cellular,9,jun,2,188,6,failure,0,1,0,0,14.566666666666666
30,blue-collar,single,secondary,799,unknown,13,jun,1,-1,0,unknown,0,1,0,0,11.233333333333333
67,retired,married,unknown,2540,telephone,14,jun,5,116,4,other,0,1,0,0,4.633333333333334
29,blue-collar,single,secondary,322,unknown,14,jun,1,96,6,other,0,1,0,0,7.233333333333333
36,management,married,tertiary,495,cellular,14,jun,1,94,9,success,0,1,0,0,3.1166666666666667
24,student,single,unknown,358,cellular,14,jun,1,384,1,other,0,1,0,0,4.083333333333333
30,technician,single,secondary,2371,cellular,14,jun,1,384,2,other,0,1,0,0,11.016666666666667
21,student,single,unknown,53,cellular,14,jun,1,-1,0,unknown,0,1,0,0,4.5
27,admin.,single,unknown,861,cellular,14,jun,4,-1,0,unknown,0,1,0,0,3.533333333333333
56,admin.,married,secondary,602,cellular,14,jun,1,130,8,success,0,1,0,0,7.633333333333334
66,admin.,married,secondary,4041,cellular,14,jun,2,-1,0,unknown,0,1,0,0,11.883333333333333
71,retired,divorced,primary,275,cellular,14,jun,1,425,1,success,0,1,0,0,4.883333333333334
26,services,single,tertiary,12,cellular,14,jun,1,181,10,failure,0,1,0,0,9.383333333333333
62,retired,married,primary,1742,cellular,14,jun,2,98,6,other,0,1,0,0,2.783333333333333
32,self-employed,single,tertiary,46,cellular,14,jun,2,-1,0,unknown,0,1,0,1,8.083333333333334
68,retired,divorced,primary,2027,cellular,15,jun,2,92,2,success,0,1,0,0,10.316666666666666
37,admin.,married,tertiary,3221,cellular,15,jun,2,376,13,other,0,1,0,0,6.316666666666666
27,management,single,tertiary,1720,cellular,15,jun,1,224,3,success,0,1,0,0,15.166666666666666
45,technician,single,tertiary,2033,cellular,15,jun,5,285,2,success,0,1,0,0,4.05
64,retired,married,secondary,3189,telephone,15,jun,1,-1,0,unknown,0,1,0,0,3.466666666666667
38,student,divorced,tertiary,2946,cellular,16,jun,3,-1,0,unknown,0,1,0,0,10.083333333333334
66,housemaid,married,primary,1230,cellular,16,jun,6,181,3,success,0,1,0,0,4.8
30,management,single,tertiary,572,cellular,17,jun,3,183,2,success,0,1,0,0,5.65
39,technician,single,secondary,1435,cellular,17,jun,1,296,19,other,0,1,0,0,6.383333333333334
24,technician,single,secondary,403,unknown,17,jun,1,-1,0,unknown,0,1,0,0,4.116666666666666
49,technician,married,tertiary,1071,cellular,17,jun,1,-1,0,unknown,0,1,0,0,2.816666666666667
34,management,married,tertiary,3301,cellular,17,jun,2,227,4,failure,0,1,0,1,8.083333333333334
46,blue-collar,married,secondary,1723,cellular,17,jun,2,52,7,failure,0,1,0,0,2.933333333333333
32,technician,single,tertiary,705,cellular,17,jun,1,-1,0,unknown,0,1,0,0,9.066666666666666
52,blue-collar,married,secondary,955,cellular,17,jun,2,134,4,success,0,1,1,0,5.016666666666667
25,blue-collar,single,secondary,303,cellular,18,jun,1,92,1,success,0,1,0,0,4.2
57,management,divorced,tertiary,3287,cellular,22,jun,1,84,3,success,0,1,0,0,14.45
64,retired,divorced,primary,109,cellular,23,jun,1,225,2,success,0,1,0,0,11.766666666666667
33,management,single,tertiary,224,cellular,23,jun,2,107,2,success,0,1,0,0,5.7
36,management,single,tertiary,538,cellular,23,jun,1,183,5,success,0,1,0,0,5.65
59,management,married,tertiary,5397,cellular,23,jun,3,-1,0,unknown,0,1,0,0,11.183333333333334
25,student,single,secondary,1957,cellular,24,jun,4,385,1,failure,0,1,0,0,20.116666666666667
43,services,married,secondary,774,cellular,24,jun,1,91,2,success,0,1,0,0,8.033333333333333
37,self-employed,single,tertiary,1188,cellular,24,jun,1,-1,0,unknown,0,1,0,0,5.166666666666667
49,management,married,tertiary,1167,cellular,25,jun,6,150,8,failure,0,1,1,1,3.55
42,technician,divorced,tertiary,2611,cellular,25,jun,1,389,3,failure,0,1,0,1,5.0
27,blue-collar,single,secondary,3145,cellular,25,jun,1,179,2,success,0,1,0,0,6.233333333333333
29,technician,single,secondary,825,cellular,25,jun,2,-1,0,unknown,0,1,0,0,7.866666666666666
37,technician,married,tertiary,122,cellular,25,jun,2,318,3,other,0,1,0,0,4.433333333333334
47,management,single,tertiary,334,cellular,28,jun,3,94,9,success,0,1,0,1,10.233333333333333
38,management,single,tertiary,623,cellular,28,jun,4,144,4,other,0,1,0,0,4.95
48,management,single,tertiary,86,cellular,28,jun,3,186,6,other,0,1,0,0,4.683333333333334
55,housemaid,divorced,primary,976,cellular,28,jun,1,94,3,other,0,1,0,0,5.75
39,technician,single,tertiary,393,cellular,28,jun,1,94,1,success,0,1,0,0,5.416666666666667
49,admin.,single,secondary,293,cellular,28,jun,1,-1,0,unknown,0,1,0,0,7.533333333333333
68,retired,divorced,primary,476,telephone,28,jun,1,-1,0,unknown,0,1,0,0,6.05
45,management,married,unknown,2724,cellular,28,jun,2,182,1,success,0,1,0,0,5.983333333333333
67,retired,married,primary,2391,cellular,28,jun,6,186,10,other,0,1,0,0,12.283333333333333
60,retired,married,secondary,11,cellular,29,jun,1,586,2,failure,0,1,0,0,4.416666666666667
31,blue-collar,single,secondary,54,cellular,29,jun,1,-1,0,unknown,0,1,0,1,6.683333333333334
58,blue-collar,married,primary,3109,cellular,29,jun,1,287,4,success,0,1,0,0,4.916666666666667
41,admin.,married,secondary,3126,cellular,29,jun,1,91,7,failure,0,1,0,1,3.7
23,services,single,secondary,488,cellular,29,jun,1,91,3,success,0,1,0,0,3.4166666666666665
35,unemployed,married,secondary,978,cellular,29,jun,2,182,6,success,0,1,0,0,11.0
33,management,single,tertiary,718,cellular,29,jun,1,84,3,success,0,1,0,1,4.516666666666667
32,technician,divorced,tertiary,3255,cellular,29,jun,2,-1,0,unknown,0,1,0,0,2.783333333333333
48,admin.,single,secondary,1544,telephone,30,jun,1,450,2,failure,0,1,0,1,4.383333333333334
43,management,single,tertiary,0,cellular,30,jun,2,296,1,failure,0,1,0,0,4.583333333333333
32,technician,single,tertiary,4071,cellular,30,jun,2,-1,0,unknown,0,1,0,0,5.316666666666666
74,retired,divorced,primary,29080,cellular,30,jun,5,93,4,other,0,1,0,0,5.016666666666667
32,management,single,tertiary,12569,cellular,1,jul,2,295,2,success,0,1,0,0,9.35
63,retired,married,secondary,2896,cellular,1,jul,1,119,2,success,0,1,0,0,5.066666666666666
28,student,single,secondary,196,cellular,2,jul,3,-1,0,unknown,0,1,0,0,7.05
31,services,single,secondary,1027,cellular,2,jul,3,-1,0,unknown,0,1,0,0,3.6166666666666667
26,blue-collar,single,secondary,463,cellular,2,jul,2,-1,0,unknown,0,1,1,0,4.133333333333334
31,student,single,secondary,3511,cellular,2,jul,1,-1,0,unknown,0,1,0,0,11.116666666666667
39,management,divorced,tertiary,224,cellular,2,jul,2,88,1,success,0,1,0,0,3.2333333333333334
28,services,single,secondary,198,cellular,5,jul,2,-1,0,unknown,0,1,0,0,2.1333333333333333
30,technician,single,tertiary,0,cellular,5,jul,1,424,8,success,0,1,0,1,2.3333333333333335
24,admin.,single,tertiary,674,cellular,6,jul,1,-1,0,unknown,0,1,0,1,4.45
32,management,single,tertiary,623,cellular,6,jul,3,194,2,failure,0,1,0,0,5.583333333333333
46,management,divorced,tertiary,558,cellular,6,jul,1,-1,0,unknown,0,1,0,0,5.316666666666666
60,technician,married,secondary,259,cellular,6,jul,1,386,2,success,0,1,0,0,6.6
37,technician,married,secondary,432,cellular,6,jul,3,776,55,failure,0,1,0,1,6.433333333333334
48,management,single,tertiary,159,telephone,7,jul,1,251,6,success,0,1,0,0,3.816666666666667
52,services,married,secondary,657,telephone,7,jul,2,460,2,failure,0,1,0,0,6.633333333333334
29,management,single,tertiary,1808,cellular,7,jul,2,433,1,success,0,1,0,0,4.55
71,retired,divorced,unknown,392,telephone,7,jul,2,-1,0,unknown,0,1,0,0,4.6
47,management,single,tertiary,6651,cellular,8,jul,1,412,2,failure,0,1,0,0,3.816666666666667
70,retired,married,primary,2795,cellular,8,jul,1,181,2,success,0,1,0,0,8.0
28,management,single,tertiary,1414,cellular,8,jul,1,521,1,failure,1,1,0,1,4.9
31,self-employed,married,tertiary,2666,telephone,8,jul,2,148,9,other,0,1,0,0,6.85
80,retired,married,secondary,668,telephone,8,jul,1,371,1,success,0,1,0,0,4.166666666666667
29,management,single,tertiary,502,cellular,8,jul,1,87,5,failure,0,1,0,0,16.133333333333333
23,student,single,secondary,1809,cellular,8,jul,2,-1,0,unknown,0,1,0,0,6.9
34,services,single,secondary,267,cellular,8,jul,2,-1,0,unknown,0,1,0,0,7.483333333333333
69,retired,married,secondary,2473,cellular,8,jul,3,-1,0,unknown,0,1,0,0,16.116666666666667
19,student,single,secondary,372,telephone,8,jul,3,-1,0,unknown,0,1,0,0,7.4
35,blue-collar,single,unknown,484,cellular,8,jul,1,87,3,failure,0,1,0,0,5.733333333333333
38,admin.,married,secondary,1767,cellular,9,jul,4,239,7,success,0,1,0,1,8.05
32,technician,single,unknown,491,cellular,9,jul,7,-1,0,unknown,0,1,0,0,7.9
50,unknown,married,unknown,558,cellular,9,jul,1,683,6,failure,0,1,0,0,7.733333333333333
27,technician,single,secondary,337,unknown,9,jul,1,-1,0,unknown,0,1,0,0,0.38333333333333336
53,admin.,single,secondary,654,unknown,10,jul,1,-1,0,unknown,0,1,0,0,1.1166666666666667
35,self-employed,married,tertiary,2427,cellular,12,jul,3,158,7,other,0,1,0,0,3.5
43,admin.,single,secondary,386,cellular,12,jul,3,529,1,failure,0,1,0,0,3.6666666666666665
30,self-employed,single,tertiary,251,cellular,12,jul,1,-1,0,unknown,0,1,0,0,8.95
57,retired,married,secondary,1044,telephone,12,jul,1,182,3,success,0,1,0,0,9.45
31,management,single,tertiary,2907,cellular,12,jul,1,194,3,failure,0,1,0,1,4.133333333333334
65,retired,divorced,secondary,828,cellular,13,jul,1,-1,0,unknown,0,1,0,0,5.083333333333333
25,blue-collar,single,secondary,1857,cellular,13,jul,2,91,10,success,0,1,0,1,3.25
33,management,single,tertiary,1962,cellular,13,jul,1,181,1,failure,0,1,0,0,6.05
79,retired,divorced,primary,2787,telephone,13,jul,1,377,1,success,0,1,0,0,10.283333333333333
24,student,single,secondary,1123,cellular,13,jul,1,412,1,other,0,1,0,0,7.916666666666667
27,technician,single,secondary,643,cellular,13,jul,1,-1,0,unknown,0,1,0,0,5.283333333333333
36,management,single,unknown,62,cellular,13,jul,1,91,2,success,0,1,0,0,5.183333333333334
26,blue-collar,single,secondary,2007,cellular,13,jul,3,182,2,success,0,1,0,0,4.533333333333333
51,management,married,tertiary,3463,cellular,13,jul,2,166,3,other,0,1,1,0,6.183333333333334
70,retired,divorced,primary,482,telephone,14,jul,1,181,3,success,0,1,0,0,6.883333333333334
23,student,single,secondary,1298,cellular,14,jul,1,-1,0,unknown,0,1,0,0,10.05
41,technician,single,secondary,5329,cellular,14,jul,2,-1,0,unknown,0,1,0,0,6.616666666666666
53,technician,married,primary,6181,cellular,14,jul,2,209,3,other,0,1,0,0,13.616666666666667
86,retired,married,primary,1255,telephone,14,jul,1,180,3,success,0,1,0,0,4.116666666666666
27,student,single,unknown,132,cellular,14,jul,1,-1,0,unknown,0,1,0,0,4.6
34,technician,single,tertiary,2733,cellular,14,jul,1,-1,0,unknown,0,1,0,0,10.066666666666666
68,retired,divorced,secondary,4189,telephone,14,jul,2,-1,0,unknown,0,1,0,0,14.95
35,management,married,secondary,724,cellular,14,jul,2,415,1,failure,0,1,0,1,4.783333333333333
28,student,single,secondary,205,cellular,14,jul,3,184,2,other,0,1,0,0,1.45
66,retired,married,secondary,154,cellular,15,jul,5,181,2,failure,0,1,0,0,4.466666666666667
30,management,single,tertiary,232,cellular,15,jul,1,91,1,success,0,1,0,0,3.65
60,retired,divorced,tertiary,979,cellular,15,jul,1,181,4,success,0,1,0,1,5.766666666666667
46,admin.,married,secondary,5021,cellular,15,jul,1,182,1,success,0,1,0,0,15.95
68,retired,married,secondary,2469,telephone,15,jul,2,-1,0,unknown,0,1,0,1,9.2
63,blue-collar,married,secondary,180,cellular,15,jul,2,182,5,success,0,1,0,0,6.5
29,student,single,secondary,658,cellular,15,jul,2,244,4,other,0,1,0,0,3.3
35,services,married,secondary,2918,cellular,16,jul,2,407,3,success,0,1,1,0,13.583333333333334
64,retired,married,secondary,588,cellular,16,jul,1,179,3,success,0,1,0,0,9.566666666666666
22,student,single,primary,423,cellular,16,jul,1,179,10,success,0,1,0,0,5.266666666666667
19,student,single,secondary,302,cellular,16,jul,1,-1,0,unknown,0,1,0,0,3.4166666666666665
31,management,divorced,tertiary,414,cellular,16,jul,1,-1,0,unknown,0,1,1,0,4.016666666666667
48,unemployed,married,secondary,817,cellular,16,jul,3,183,5,success,0,1,0,0,13.433333333333334
33,technician,married,secondary,183,cellular,16,jul,2,182,3,other,0,1,0,0,7.616666666666666
34,technician,married,secondary,806,cellular,19,jul,3,458,1,success,0,1,0,0,4.216666666666667
46,technician,married,secondary,9299,cellular,19,jul,1,276,2,other,0,1,0,0,19.133333333333333
60,admin.,married,unknown,478,cellular,19,jul,2,311,8,failure,0,1,0,0,2.8833333333333333
36,management,divorced,tertiary,1057,cellular,19,jul,2,164,2,failure,0,1,0,0,3.8333333333333335
32,entrepreneur,married,tertiary,762,cellular,19,jul,11,-1,0,unknown,0,1,0,0,3.1166666666666667
45,management,married,tertiary,31472,cellular,19,jul,7,-1,0,unknown,0,1,0,0,9.466666666666667
44,management,single,tertiary,1090,cellular,19,jul,4,532,2,other,0,1,0,0,3.4
57,retired,married,secondary,3738,cellular,20,jul,2,92,8,failure,0,1,0,1,2.966666666666667
29,admin.,single,secondary,1277,cellular,20,jul,2,481,1,success,0,1,0,0,2.75
31,unemployed,divorced,tertiary,756,cellular,20,jul,2,-1,0,unknown,0,1,0,0,5.916666666666667
54,blue-collar,married,secondary,1636,telephone,20,jul,2,-1,0,unknown,0,1,0,0,16.8
49,management,divorced,tertiary,300,cellular,21,jul,1,-1,0,unknown,0,1,0,0,5.266666666666667
35,admin.,single,secondary,321,cellular,21,jul,1,412,3,other,0,1,0,0,2.3833333333333333
24,admin.,single,secondary,1295,cellular,22,jul,2,92,1,success,0,1,0,0,5.916666666666667
43,management,married,tertiary,839,cellular,22,jul,1,-1,0,unknown,0,1,0,0,15.7
34,unemployed,single,tertiary,1974,cellular,22,jul,1,342,3,success,0,1,0,0,5.916666666666667
27,admin.,married,tertiary,2855,cellular,22,jul,2,178,4,success,0,1,0,0,2.3
54,management,divorced,tertiary,5475,cellular,22,jul,4,-1,0,unknown,0,1,0,0,5.35
38,management,married,tertiary,536,cellular,22,jul,1,-1,0,unknown,0,1,0,1,4.133333333333334
34,technician,single,secondary,1279,cellular,22,jul,2,160,8,other,0,1,0,1,2.9
93,retired,married,unknown,775,cellular,22,jul,2,177,7,success,0,1,0,0,14.333333333333334
36,management,married,tertiary,203,cellular,23,jul,3,179,2,success,0,1,0,0,10.133333333333333
33,admin.,single,tertiary,146,cellular,23,jul,3,-1,0,unknown,0,1,0,0,5.85
35,management,married,tertiary,4124,cellular,23,jul,2,445,7,other,0,1,0,1,5.833333333333333
41,admin.,married,secondary,14968,cellular,23,jul,4,-1,0,unknown,0,1,0,0,22.666666666666668
36,technician,divorced,secondary,1451,cellular,23,jul,4,93,17,other,0,1,0,1,3.2
30,student,single,tertiary,3026,cellular,23,jul,1,535,1,failure,0,1,0,0,4.183333333333334
